mcc,industry,avg_invoice_size,monthly_txn_count,annual_payment_volume,supplier_margin_profile,payment_speed_preference,card_acceptance_history,reconciliation_complexity,geography,currency,servicing_cost,vendor_id,offer_rate_bps,offer_settlement,offer_fee_cap,accepted
5111,office_supplies,103.76,27,329915.66,healthy,standard,accepted,low,domestic,USD,low,V000119,80,next_day,none,0
5111,office_supplies,103.76,27,329915.66,healthy,standard,accepted,low,domestic,USD,low,V000119,150,next_day,none,1
5211,construction,8906.34,34,82072460.97,moderate,fast,accepted,medium,domestic,USD,medium,V000120,150,same_day,capped,1
5211,construction,8906.34,34,82072460.97,moderate,fast,accepted,medium,domestic,USD,medium,V000120,220,same_day,capped,1
5111,office_supplies,255.01,14,509201.79,healthy,fast,never_offered,medium,domestic,USD,low,V000121,150,same_day,capped,1
5111,office_supplies,255.01,14,509201.79,healthy,fast,never_offered,medium,domestic,USD,low,V000121,80,same_day,none,1
8911,engineering,11422.97,23,39415725.77,healthy,fast,rejected,low,domestic,USD,low,V000122,280,same_day,none,1
8911,engineering,11422.97,23,39415725.77,healthy,fast,rejected,low,domestic,USD,low,V000122,280,same_day,none,1
5085,industrial,787.5,8,1069024.95,thin,immediate,never_offered,medium,cross_border,EUR,low,V000123,280,same_day,capped,1
5085,industrial,787.5,8,1069024.95,thin,immediate,never_offered,medium,cross_border,EUR,low,V000123,150,next_day,capped,0
7372,it_services,13187.55,7,26412246.08,thin,standard,accepted,medium,domestic,USD,low,V000124,220,next_day,capped,0
7372,it_services,13187.55,7,26412246.08,thin,standard,accepted,medium,domestic,USD,low,V000124,220,same_day,capped,0
5122,pharma,777.76,5,662616.15,thin,standard,rejected,medium,cross_border,CAD,low,V000125,280,same_day,capped,0
5122,pharma,777.76,5,662616.15,thin,standard,rejected,medium,cross_border,CAD,low,V000125,80,same_day,capped,0
5734,software,957.81,14,3316865.17,thin,standard,rejected,low,domestic,USD,low,V000126,150,next_day,capped,0
5734,software,957.81,14,3316865.17,thin,standard,rejected,low,domestic,USD,low,V000126,280,next_day,capped,0
8911,engineering,4414.55,34,37513294.51,moderate,standard,accepted,medium,cross_border,EUR,medium,V000127,150,same_day,none,1
8911,engineering,4414.55,34,37513294.51,moderate,standard,accepted,medium,cross_border,EUR,medium,V000127,150,same_day,capped,1
5211,construction,442.81,14,1659138.9,thin,standard,accepted,low,domestic,USD,medium,V000128,220,same_day,none,0
5211,construction,442.81,14,1659138.9,thin,standard,accepted,low,domestic,USD,medium,V000128,220,same_day,none,0
5734,software,930.26,4,907963.98,thin,fast,accepted,low,domestic,USD,low,V000129,80,same_day,capped,1
5734,software,930.26,4,907963.98,thin,fast,accepted,low,domestic,USD,low,V000129,80,same_day,none,1
5734,software,522.84,1,14049.65,healthy,standard,rejected,medium,domestic,USD,medium,V000130,80,next_day,capped,0
5734,software,522.84,1,14049.65,healthy,standard,rejected,medium,domestic,USD,medium,V000130,220,next_day,capped,1
5065,industrial,547.18,11,1393947.72,thin,standard,never_offered,low,domestic,USD,low,V000131,150,next_day,none,0
5065,industrial,547.18,11,1393947.72,thin,standard,never_offered,low,domestic,USD,low,V000131,220,same_day,none,0
5172,fuel_energy,12024.9,3,1174093.84,moderate,fast,accepted,low,domestic,USD,low,V000132,220,same_day,none,0
5172,fuel_energy,12024.9,3,1174093.84,moderate,fast,accepted,low,domestic,USD,low,V000132,280,next_day,capped,1
5211,construction,4934.09,8,7524505.39,moderate,standard,accepted,low,domestic,USD,low,V000133,220,same_day,none,1
5211,construction,4934.09,8,7524505.39,moderate,standard,accepted,low,domestic,USD,low,V000133,280,same_day,capped,1
7372,it_services,4911.28,14,13912488.77,thin,standard,never_offered,low,domestic,USD,medium,V000134,220,next_day,none,0
7372,it_services,4911.28,14,13912488.77,thin,standard,never_offered,low,domestic,USD,medium,V000134,280,next_day,none,1
7392,professional_services,9521.73,5,9586858.87,thin,standard,accepted,low,cross_border,CAD,high,V000135,280,next_day,none,1
7392,professional_services,9521.73,5,9586858.87,thin,standard,accepted,low,cross_border,CAD,high,V000135,220,next_day,none,0
5211,construction,4541.2,6,2144049.76,moderate,standard,accepted,low,domestic,USD,low,V000136,220,next_day,capped,0
5211,construction,4541.2,6,2144049.76,moderate,standard,accepted,low,domestic,USD,low,V000136,80,same_day,none,1
4214,freight_logistics,3996.08,13,5198049.47,moderate,standard,never_offered,high,domestic,USD,low,V000137,280,next_day,none,0
4214,freight_logistics,3996.08,13,5198049.47,moderate,standard,never_offered,high,domestic,USD,low,V000137,280,next_day,none,0
7372,it_services,3683.56,18,7884820.84,thin,standard,accepted,low,domestic,USD,medium,V000138,220,next_day,capped,0
7372,it_services,3683.56,18,7884820.84,thin,standard,accepted,low,domestic,USD,medium,V000138,80,same_day,none,1
5169,chemicals,806.74,20,2052617.27,moderate,fast,never_offered,high,domestic,USD,low,V000139,150,same_day,capped,1
5169,chemicals,806.74,20,2052617.27,moderate,fast,never_offered,high,domestic,USD,low,V000139,220,same_day,none,1
7399,professional_services,5480.8,9,8568776.26,thin,standard,accepted,medium,domestic,USD,high,V000140,280,same_day,capped,1
7399,professional_services,5480.8,9,8568776.26,thin,standard,accepted,medium,domestic,USD,high,V000140,280,next_day,capped,1
5085,industrial,396.6,13,382523.2,moderate,fast,accepted,medium,domestic,USD,high,V000141,150,next_day,capped,1
5085,industrial,396.6,13,382523.2,moderate,fast,accepted,medium,domestic,USD,high,V000141,150,next_day,capped,1
7372,it_services,7334.78,12,13661832.72,moderate,fast,accepted,low,domestic,USD,high,V000142,80,same_day,none,1
7372,it_services,7334.78,12,13661832.72,moderate,fast,accepted,low,domestic,USD,high,V000142,150,next_day,none,1
8911,engineering,7599.23,24,50050165.88,moderate,immediate,accepted,medium,domestic,USD,low,V000143,280,same_day,capped,1
8911,engineering,7599.23,24,50050165.88,moderate,immediate,accepted,medium,domestic,USD,low,V000143,80,next_day,none,1
5199,industrial,245.15,19,1291370.21,thin,standard,accepted,medium,domestic,USD,medium,V000144,220,same_day,capped,1
5199,industrial,245.15,19,1291370.21,thin,standard,accepted,medium,domestic,USD,medium,V000144,80,same_day,none,1
5085,industrial,665.59,15,895669.92,healthy,immediate,rejected,low,cross_border,EUR,medium,V000145,220,next_day,none,0
5085,industrial,665.59,15,895669.92,healthy,immediate,rejected,low,cross_border,EUR,medium,V000145,220,next_day,capped,0
5199,industrial,668.23,13,167381.51,healthy,standard,rejected,low,domestic,USD,medium,V000146,280,next_day,capped,0
5199,industrial,668.23,13,167381.51,healthy,standard,rejected,low,domestic,USD,medium,V000146,280,next_day,capped,0
7392,professional_services,40677.64,7,47730734.49,moderate,fast,accepted,medium,domestic,USD,medium,V000147,220,same_day,none,1
7392,professional_services,40677.64,7,47730734.49,moderate,fast,accepted,medium,domestic,USD,medium,V000147,280,same_day,capped,1
5172,fuel_energy,3848.54,6,6689543.94,moderate,standard,never_offered,high,cross_border,EUR,high,V000148,280,same_day,none,1
5172,fuel_energy,3848.54,6,6689543.94,moderate,standard,never_offered,high,cross_border,EUR,high,V000148,280,next_day,capped,0
5137,office_supplies,373.4,4,313443.74,moderate,standard,accepted,medium,domestic,USD,low,V000149,80,same_day,none,0
5137,office_supplies,373.4,4,313443.74,moderate,standard,accepted,medium,domestic,USD,low,V000149,280,same_day,capped,1
5085,industrial,1394.79,5,49676.46,thin,standard,accepted,medium,domestic,USD,medium,V000150,80,same_day,none,1
5085,industrial,1394.79,5,49676.46,thin,standard,accepted,medium,domestic,USD,medium,V000150,80,same_day,capped,1
7372,it_services,31716.38,11,26609570.44,healthy,standard,accepted,low,domestic,USD,medium,V000151,150,same_day,capped,1
7372,it_services,31716.38,11,26609570.44,healthy,standard,accepted,low,domestic,USD,medium,V000151,220,next_day,capped,1
5172,fuel_energy,6166.52,30,29603550.36,moderate,standard,rejected,medium,domestic,USD,low,V000152,280,next_day,none,0
5172,fuel_energy,6166.52,30,29603550.36,moderate,standard,rejected,medium,domestic,USD,low,V000152,280,next_day,capped,1
5137,office_supplies,391.58,5,293882.95,healthy,immediate,rejected,low,domestic,USD,medium,V000153,220,same_day,none,0
5137,office_supplies,391.58,5,293882.95,healthy,immediate,rejected,low,domestic,USD,medium,V000153,80,same_day,capped,1
7372,it_services,8190.56,9,3067910.77,moderate,standard,never_offered,medium,domestic,USD,low,V000154,280,next_day,capped,0
7372,it_services,8190.56,9,3067910.77,moderate,standard,never_offered,medium,domestic,USD,low,V000154,80,same_day,none,1
8911,engineering,31855.91,30,16439368.88,thin,fast,accepted,medium,domestic,USD,low,V000155,150,next_day,none,1
8911,engineering,31855.91,30,16439368.88,thin,fast,accepted,medium,domestic,USD,low,V000155,150,next_day,capped,1
5211,construction,1673.39,6,443447.54,healthy,immediate,rejected,low,cross_border,GBP,medium,V000156,150,same_day,capped,1
5211,construction,1673.39,6,443447.54,healthy,immediate,rejected,low,cross_border,GBP,medium,V000156,150,same_day,capped,1
5065,industrial,1141.97,9,605956.02,moderate,immediate,never_offered,medium,cross_border,EUR,low,V000157,220,next_day,capped,1
5065,industrial,1141.97,9,605956.02,moderate,immediate,never_offered,medium,cross_border,EUR,low,V000157,220,next_day,capped,0
7399,professional_services,2209.16,3,1096370.17,healthy,standard,never_offered,high,domestic,USD,low,V000158,80,same_day,none,1
7399,professional_services,2209.16,3,1096370.17,healthy,standard,never_offered,high,domestic,USD,low,V000158,80,next_day,capped,1
4214,freight_logistics,7758.92,14,5914920.32,moderate,fast,accepted,high,domestic,USD,high,V000159,280,next_day,none,1
4214,freight_logistics,7758.92,14,5914920.32,moderate,fast,accepted,high,domestic,USD,high,V000159,80,next_day,none,0
5065,industrial,952.65,14,1888154.87,moderate,fast,accepted,low,domestic,USD,high,V000160,220,next_day,none,1
5065,industrial,952.65,14,1888154.87,moderate,fast,accepted,low,domestic,USD,high,V000160,280,next_day,capped,1
5211,construction,1417.29,9,3605537.19,moderate,immediate,rejected,high,domestic,USD,low,V000161,80,same_day,none,1
5211,construction,1417.29,9,3605537.19,moderate,immediate,rejected,high,domestic,USD,low,V000161,150,same_day,none,1
5211,construction,1003.52,5,1484471.02,thin,standard,rejected,medium,domestic,USD,low,V000162,150,next_day,capped,0
5211,construction,1003.52,5,1484471.02,thin,standard,rejected,medium,domestic,USD,low,V000162,220,next_day,capped,0
5734,software,585.44,6,910132.93,moderate,standard,accepted,medium,domestic,USD,medium,V000163,280,same_day,capped,1
5734,software,585.44,6,910132.93,moderate,standard,accepted,medium,domestic,USD,medium,V000163,150,same_day,capped,1
7392,professional_services,2985.06,8,4388704.39,moderate,fast,accepted,low,domestic,USD,low,V000164,80,next_day,capped,1
7392,professional_services,2985.06,8,4388704.39,moderate,fast,accepted,low,domestic,USD,low,V000164,280,same_day,none,1
5169,chemicals,8000.99,7,5097623.35,moderate,standard,rejected,low,domestic,USD,low,V000165,150,next_day,none,1
5169,chemicals,8000.99,7,5097623.35,moderate,standard,rejected,low,domestic,USD,low,V000165,220,same_day,none,1
5734,software,20145.82,21,33539618.63,healthy,standard,accepted,low,domestic,USD,medium,V000166,280,same_day,capped,1
5734,software,20145.82,21,33539618.63,healthy,standard,accepted,low,domestic,USD,medium,V000166,280,next_day,capped,1
5111,office_supplies,102.48,13,63422.85,moderate,standard,accepted,low,domestic,USD,medium,V000167,280,next_day,none,1
5111,office_supplies,102.48,13,63422.85,moderate,standard,accepted,low,domestic,USD,medium,V000167,220,next_day,none,1
5169,chemicals,158.65,10,330761.76,moderate,standard,accepted,high,domestic,USD,medium,V000168,280,next_day,none,1
5169,chemicals,158.65,10,330761.76,moderate,standard,accepted,high,domestic,USD,medium,V000168,150,next_day,none,1
5172,fuel_energy,3748.15,11,11779300.35,moderate,standard,rejected,low,domestic,USD,low,V000169,150,next_day,capped,1
5172,fuel_energy,3748.15,11,11779300.35,moderate,standard,rejected,low,domestic,USD,low,V000169,280,next_day,capped,1
7372,it_services,3540.54,5,3989234.23,thin,standard,accepted,high,domestic,USD,medium,V000170,80,same_day,capped,1
7372,it_services,3540.54,5,3989234.23,thin,standard,accepted,high,domestic,USD,medium,V000170,280,same_day,none,0
5137,office_supplies,326.11,9,415499.56,healthy,standard,never_offered,medium,domestic,USD,low,V000171,150,same_day,none,1
5137,office_supplies,326.11,9,415499.56,healthy,standard,never_offered,medium,domestic,USD,low,V000171,150,next_day,none,1
5122,pharma,1296.65,7,1328046.78,moderate,immediate,rejected,high,domestic,USD,low,V000172,80,next_day,none,1
5122,pharma,1296.65,7,1328046.78,moderate,immediate,rejected,high,domestic,USD,low,V000172,280,next_day,none,0
5172,fuel_energy,11208.93,5,8885517.07,moderate,immediate,never_offered,medium,domestic,USD,low,V000173,150,next_day,capped,1
5172,fuel_energy,11208.93,5,8885517.07,moderate,immediate,never_offered,medium,domestic,USD,low,V000173,280,next_day,none,0
8911,engineering,3206.52,9,6496806.98,healthy,fast,rejected,high,domestic,USD,high,V000174,150,same_day,none,1
8911,engineering,3206.52,9,6496806.98,healthy,fast,rejected,high,domestic,USD,high,V000174,150,next_day,none,0
5172,fuel_energy,19151.09,11,41327564.13,thin,fast,rejected,medium,cross_border,GBP,low,V000175,220,same_day,none,0
5172,fuel_energy,19151.09,11,41327564.13,thin,fast,rejected,medium,cross_border,GBP,low,V000175,80,next_day,capped,0
5199,industrial,432.48,25,2270240.27,moderate,fast,never_offered,medium,domestic,USD,medium,V000176,150,same_day,capped,1
5199,industrial,432.48,25,2270240.27,moderate,fast,never_offered,medium,domestic,USD,medium,V000176,80,same_day,none,1
5211,construction,1163.99,7,2278920.25,healthy,standard,rejected,medium,domestic,USD,medium,V000177,220,same_day,none,1
5211,construction,1163.99,7,2278920.25,healthy,standard,rejected,medium,domestic,USD,medium,V000177,150,same_day,capped,1
5211,construction,7467.08,13,4012651.37,thin,immediate,rejected,low,domestic,USD,low,V000178,220,same_day,capped,0
5211,construction,7467.08,13,4012651.37,thin,immediate,rejected,low,domestic,USD,low,V000178,280,next_day,capped,0
5734,software,898.51,10,2415904.9,thin,immediate,never_offered,high,cross_border,EUR,high,V000179,80,next_day,none,1
5734,software,898.51,10,2415904.9,thin,immediate,never_offered,high,cross_border,EUR,high,V000179,280,next_day,none,1
5122,pharma,4979.27,18,17647446.32,thin,fast,never_offered,high,domestic,USD,low,V000180,150,same_day,capped,1
5122,pharma,4979.27,18,17647446.32,thin,fast,never_offered,high,domestic,USD,low,V000180,280,same_day,capped,1
7372,it_services,10203.7,4,2627110.1,healthy,standard,never_offered,low,domestic,USD,high,V000181,150,next_day,capped,1
7372,it_services,10203.7,4,2627110.1,healthy,standard,never_offered,low,domestic,USD,high,V000181,150,next_day,none,1
5172,fuel_energy,3933.07,2,1979375.54,moderate,standard,rejected,medium,cross_border,EUR,low,V000182,150,same_day,capped,0
5172,fuel_energy,3933.07,2,1979375.54,moderate,standard,rejected,medium,cross_border,EUR,low,V000182,280,next_day,none,0
4214,freight_logistics,2587.41,5,704911.57,moderate,fast,accepted,high,domestic,USD,low,V000183,280,same_day,capped,1
4214,freight_logistics,2587.41,5,704911.57,moderate,fast,accepted,high,domestic,USD,low,V000183,280,same_day,capped,1
8911,engineering,1601.1,13,5299433.6,moderate,fast,rejected,medium,cross_border,EUR,medium,V000184,220,same_day,capped,0
8911,engineering,1601.1,13,5299433.6,moderate,fast,rejected,medium,cross_border,EUR,medium,V000184,80,next_day,capped,0
5137,office_supplies,335.89,20,1306785.69,thin,immediate,never_offered,medium,cross_border,GBP,medium,V000185,280,same_day,none,1
5137,office_supplies,335.89,20,1306785.69,thin,immediate,never_offered,medium,cross_border,GBP,medium,V000185,80,same_day,none,1
5137,office_supplies,1870.29,11,907648.27,thin,standard,accepted,medium,domestic,USD,low,V000186,280,next_day,capped,0
5137,office_supplies,1870.29,11,907648.27,thin,standard,accepted,medium,domestic,USD,low,V000186,150,same_day,capped,1
5085,industrial,6062.44,5,6657177.0,moderate,standard,accepted,low,cross_border,USD,low,V000187,150,same_day,capped,1
5085,industrial,6062.44,5,6657177.0,moderate,standard,accepted,low,cross_border,USD,low,V000187,80,next_day,capped,1
5111,office_supplies,581.87,3,228772.55,thin,immediate,rejected,high,domestic,USD,medium,V000188,80,same_day,capped,1
5111,office_supplies,581.87,3,228772.55,thin,immediate,rejected,high,domestic,USD,medium,V000188,280,same_day,none,0
5211,construction,10037.84,7,4229392.83,moderate,fast,accepted,high,domestic,USD,low,V000189,150,next_day,capped,0
