vendor_id,rail,rate_bps,settlement,fee_cap,p_accept,e_ltv
V000503,virtual_card,80,next_day,none,0.476,19169.74
V000504,virtual_card,80,same_day,capped,0.453,357160.72
V000505,virtual_card,280,same_day,none,0.883,21999.43
V000506,virtual_card,280,next_day,capped,0.706,117035.48
V000507,ach_flat,0,next_day,n/a,0.97,275.8
V000508,virtual_card,220,same_day,none,0.495,37298.36
V000509,virtual_card,280,next_day,none,0.533,33815.12
V000510,ach_flat,0,next_day,n/a,0.97,3070.67
V000511,virtual_card,220,same_day,none,0.617,364776.78
V000512,virtual_card,280,same_day,capped,0.906,44972.0
V000513,virtual_card,280,same_day,capped,0.467,11482.21
V000514,virtual_card,80,next_day,none,0.498,41208.82
V000515,ach_flat,0,next_day,n/a,0.97,20074.31
V000516,virtual_card,80,same_day,none,0.406,34003.37
V000517,virtual_card,280,same_day,none,0.816,30716.74
V000518,virtual_card,280,same_day,none,0.466,15820.03
V000519,ach_flat,0,next_day,n/a,0.97,1180.1
V000520,virtual_card,280,same_day,none,0.548,105087.8
V000521,ach_flat,0,next_day,n/a,0.97,5216.24
V000522,ach_flat,0,next_day,n/a,0.97,601.15
V000523,virtual_card,280,next_day,capped,0.814,647741.25
V000524,virtual_card,150,next_day,capped,0.462,18498.62
V000525,virtual_card,220,next_day,capped,0.428,55107.52
V000526,ach_flat,0,next_day,n/a,0.97,60426.44
V000527,virtual_card,150,next_day,none,0.412,134930.05
V000528,virtual_card,280,same_day,none,0.454,12046.16
V000529,virtual_card,150,next_day,none,0.438,40287.69
V000530,ach_flat,0,next_day,n/a,0.97,66438.34
V000531,virtual_card,280,same_day,none,0.472,35999.72
V000532,virtual_card,280,same_day,none,0.487,38357.09
V000533,ach_flat,0,next_day,n/a,0.97,70057.76
V000534,virtual_card,280,next_day,capped,0.672,129223.34
V000535,virtual_card,80,next_day,none,0.416,15043.89
V000536,virtual_card,280,same_day,none,0.849,199580.97
V000537,virtual_card,220,same_day,none,0.71,390735.03
V000538,virtual_card,280,same_day,none,0.783,185377.36
V000539,virtual_card,280,next_day,none,0.677,21284.87
V000540,virtual_card,280,same_day,none,0.579,236756.84
V000541,ach_flat,0,next_day,n/a,0.97,62359.99
V000542,virtual_card,150,same_day,none,0.448,47252.57
V000543,virtual_card,220,next_day,none,0.441,382652.19
V000544,ach_flat,0,next_day,n/a,0.97,1610.54
V000545,ach_flat,0,next_day,n/a,0.97,4268.62
V000546,virtual_card,280,next_day,capped,0.67,290079.56
V000547,virtual_card,280,next_day,none,0.756,538781.94
V000548,virtual_card,280,next_day,none,0.425,86748.66
V000549,virtual_card,220,same_day,none,0.401,296446.16
V000550,virtual_card,280,same_day,none,0.799,51817.87
V000551,virtual_card,280,same_day,capped,0.797,246052.16
V000552,ach_flat,0,next_day,n/a,0.97,81944.58
V000553,ach_flat,0,next_day,n/a,0.97,53440.47
V000554,virtual_card,280,same_day,none,0.57,196456.05
V000555,virtual_card,220,same_day,none,0.533,237563.08
V000556,virtual_card,80,next_day,none,0.414,11690.26
V000557,virtual_card,280,same_day,capped,0.742,1200329.25
V000558,virtual_card,280,next_day,capped,0.565,134828.94
V000559,virtual_card,220,same_day,none,0.713,81150.32
V000560,ach_flat,0,next_day,n/a,0.97,12881.5
V000561,virtual_card,220,next_day,capped,0.404,42062.93
V000562,virtual_card,280,same_day,none,0.795,69562.42
V000563,virtual_card,220,same_day,none,0.706,18221.34
V000564,virtual_card,280,next_day,none,0.491,324187.09
V000565,ach_flat,0,next_day,n/a,0.97,30515.92
V000566,virtual_card,150,same_day,none,0.443,540959.25
V000567,virtual_card,280,next_day,capped,0.414,175413.23
V000568,virtual_card,150,same_day,none,0.455,231307.83
V000569,ach_flat,0,next_day,n/a,0.97,36944.87
V000570,ach_flat,0,next_day,n/a,0.97,27043.18
V000571,virtual_card,150,next_day,none,0.43,228699.47
V000572,virtual_card,280,same_day,capped,0.924,32043.3
V000573,virtual_card,280,next_day,none,0.609,16386.02
V000574,virtual_card,280,next_day,capped,0.549,142917.22
V000575,virtual_card,220,next_day,capped,0.592,129498.88
V000576,virtual_card,150,next_day,none,0.433,383752.88
V000577,virtual_card,280,same_day,none,0.562,119926.09
V000578,ach_flat,0,next_day,n/a,0.97,1466.25
V000579,virtual_card,280,same_day,none,0.631,3138.13
V000580,virtual_card,280,next_day,capped,0.852,5056.55
V000581,virtual_card,280,next_day,none,0.517,96109.31
V000582,virtual_card,280,same_day,none,0.607,334759.69
V000583,virtual_card,220,next_day,capped,0.537,298991.09
V000584,virtual_card,280,same_day,capped,0.713,1298.56
V000585,virtual_card,150,same_day,none,0.559,7558.31
V000586,virtual_card,280,same_day,none,0.56,52360.56
V000587,virtual_card,280,same_day,none,0.545,2202.48
V000588,ach_flat,0,next_day,n/a,0.97,22700.03
V000589,ach_flat,0,next_day,n/a,0.97,5747.65
V000590,virtual_card,280,same_day,none,0.683,53122.78
V000591,virtual_card,280,next_day,none,0.518,1271.33
V000592,virtual_card,280,next_day,capped,0.776,290672.75
V000593,ach_flat,0,next_day,n/a,0.97,29706.9
V000594,virtual_card,150,next_day,none,0.501,195816.86
V000595,virtual_card,280,next_day,capped,0.883,43970.23
V000596,virtual_card,280,same_day,none,0.58,136639.7
V000597,virtual_card,280,next_day,capped,0.64,7048.33
V000598,ach_flat,0,next_day,n/a,0.97,4924.44
V000599,ach_flat,0,next_day,n/a,0.97,18116.39
V000600,virtual_card,280,same_day,none,0.678,664775.0
V000601,ach_flat,0,next_day,n/a,0.97,110269.52
V000602,ach_flat,0,next_day,n/a,0.97,11231.69
V000603,virtual_card,280,same_day,none,0.803,50145.55
V000604,ach_flat,0,next_day,n/a,0.97,10845.63
V000605,virtual_card,150,next_day,none,0.452,133020.92
V000606,virtual_card,220,next_day,capped,0.41,325429.44
V000607,ach_flat,0,next_day,n/a,0.97,2873.26
V000608,virtual_card,220,next_day,none,0.429,556357.5
V000609,virtual_card,280,same_day,capped,0.925,1678631.5
V000610,virtual_card,280,same_day,none,0.537,886236.69
V000611,virtual_card,280,same_day,none,0.678,1741.96
V000612,virtual_card,280,next_day,none,0.644,154948.16
V000613,virtual_card,150,same_day,none,0.501,4013.45
V000614,virtual_card,80,next_day,none,0.617,37307.0
V000615,virtual_card,280,same_day,none,0.673,25024.68
V000616,virtual_card,220,next_day,capped,0.518,906899.38
V000617,ach_flat,0,next_day,n/a,0.97,1145.45
V000618,virtual_card,220,same_day,none,0.646,60188.2
V000619,ach_flat,0,next_day,n/a,0.97,68998.22
V000620,virtual_card,280,same_day,capped,0.787,796841.5
V000621,virtual_card,280,same_day,none,0.486,84507.98
V000622,virtual_card,220,next_day,none,0.473,43386.84
V000623,virtual_card,280,next_day,none,0.406,144157.89
V000624,virtual_card,280,same_day,none,0.713,86445.94
V000625,ach_flat,0,next_day,n/a,0.97,22450.54
V000626,ach_flat,0,next_day,n/a,0.97,39527.25
V000627,virtual_card,280,same_day,none,0.624,3435863.25
V000628,virtual_card,220,next_day,none,0.622,43522.63
V000629,virtual_card,280,same_day,none,0.798,1519206.62
V000630,virtual_card,220,next_day,capped,0.662,21090.83
V000631,virtual_card,280,next_day,none,0.573,47071.9
V000632,virtual_card,280,same_day,none,0.637,36023.79
V000633,virtual_card,150,same_day,none,0.44,24265.3
V000634,virtual_card,280,same_day,none,0.474,38387.2
V000635,virtual_card,280,next_day,none,0.483,393707.56
V000636,virtual_card,280,same_day,none,0.504,34670.31
V000637,virtual_card,150,next_day,capped,0.527,66093.45
V000638,virtual_card,280,same_day,capped,0.752,30824.75
V000639,virtual_card,150,same_day,none,0.482,106135.23
V000640,ach_flat,0,next_day,n/a,0.97,4668.97
V000641,virtual_card,80,next_day,none,0.481,66454.6
V000642,virtual_card,280,next_day,none,0.514,185050.92
V000643,virtual_card,280,same_day,none,0.624,10257.26
V000644,ach_flat,0,next_day,n/a,0.97,3907.51
V000645,virtual_card,280,next_day,capped,0.845,45466.2
V000646,virtual_card,280,same_day,none,0.627,558210.31
V000647,virtual_card,280,same_day,none,0.875,112680.53
V000648,virtual_card,280,same_day,none,0.71,126160.84
V000649,virtual_card,280,next_day,capped,0.493,238957.55
V000650,virtual_card,220,same_day,none,0.464,201115.88
V000651,virtual_card,280,next_day,none,0.439,53934.61
V000652,virtual_card,220,same_day,none,0.654,33431.82
V000653,virtual_card,280,next_day,capped,0.823,261059.62
V000654,virtual_card,280,next_day,none,0.703,161303.47
V000655,ach_flat,0,next_day,n/a,0.97,-139.77
V000656,virtual_card,80,next_day,none,0.437,17760.18
V000657,virtual_card,280,same_day,none,0.622,75043.06
V000658,virtual_card,280,same_day,none,0.509,413706.44
V000659,virtual_card,280,same_day,none,0.564,168041.64
V000660,virtual_card,280,same_day,none,0.574,517832.53
V000661,virtual_card,220,same_day,none,0.458,91586.21
V000662,virtual_card,280,same_day,capped,0.814,19975.07
V000663,virtual_card,220,same_day,none,0.731,90645.92
V000664,ach_flat,0,next_day,n/a,0.97,3317.51
V000665,virtual_card,150,same_day,none,0.477,29307.88
V000666,virtual_card,280,same_day,none,0.703,213700.66
V000667,virtual_card,280,next_day,none,0.514,34326.77
V000668,virtual_card,150,next_day,none,0.506,15184.83
V000669,virtual_card,280,next_day,capped,0.751,1894751.0
V000670,virtual_card,80,next_day,capped,0.469,55020.59
V000671,virtual_card,280,same_day,none,0.553,70659.3
V000672,virtual_card,280,same_day,none,0.555,2151798.5
V000673,virtual_card,220,same_day,none,0.611,153464.7
V000674,ach_flat,0,next_day,n/a,0.97,48813.98
V000675,virtual_card,280,same_day,none,0.527,745285.19
V000676,virtual_card,150,next_day,capped,0.467,75675.7
V000677,virtual_card,280,same_day,none,0.659,53289.62
V000678,virtual_card,280,same_day,none,0.564,52014.12
V000679,virtual_card,280,next_day,capped,0.793,23649.98
V000680,virtual_card,220,same_day,none,0.409,34505.97
V000681,virtual_card,280,next_day,capped,0.889,424126.81
V000682,virtual_card,280,same_day,capped,0.924,46463.07
V000683,virtual_card,280,same_day,none,0.495,5164.76
V000684,virtual_card,150,next_day,none,0.615,571855.62
V000685,virtual_card,80,next_day,capped,0.423,7203.66
V000686,virtual_card,280,same_day,none,0.758,116824.3
V000687,virtual_card,220,same_day,capped,0.52,19614.72
V000688,virtual_card,220,same_day,none,0.568,327437.38
V000689,virtual_card,280,same_day,none,0.54,98334.32
V000690,virtual_card,150,next_day,none,0.476,55605.86
V000691,virtual_card,280,same_day,none,0.698,292746.44
V000692,virtual_card,280,same_day,none,0.568,98384.44
V000693,virtual_card,280,same_day,none,0.641,81135.68
V000694,virtual_card,220,same_day,capped,0.407,656396.88
V000695,virtual_card,150,same_day,capped,0.433,33764.91
V000696,virtual_card,280,next_day,none,0.427,152304.3
V000697,virtual_card,280,same_day,none,0.703,37701.5
V000698,virtual_card,280,same_day,capped,0.881,1743160.5
V000699,ach_flat,0,next_day,n/a,0.97,7478.78
V000700,virtual_card,150,next_day,none,0.476,114205.18
V000701,virtual_card,280,next_day,none,0.478,40321.27
V000702,virtual_card,280,same_day,none,0.891,112252.45
V000703,virtual_card,280,same_day,none,0.66,119967.07
V000704,virtual_card,280,same_day,none,0.457,13997.9
V000705,virtual_card,150,same_day,none,0.511,104248.7
V000706,virtual_card,280,next_day,none,0.579,114867.25
V000707,virtual_card,280,same_day,none,0.691,144364.47
V000708,virtual_card,280,next_day,capped,0.842,22805.77
V000709,virtual_card,150,next_day,none,0.546,85821.88
V000710,ach_flat,0,next_day,n/a,0.97,2575.93
V000711,virtual_card,220,next_day,none,0.485,30565.16
V000712,virtual_card,280,same_day,none,0.56,369748.97
V000713,virtual_card,280,next_day,capped,0.872,32310.33
V000714,virtual_card,280,next_day,none,0.437,723044.75
V000715,virtual_card,280,next_day,none,0.647,1064502.62
V000716,virtual_card,280,same_day,none,0.445,67038.0
V000717,virtual_card,280,next_day,capped,0.887,620646.44
V000718,virtual_card,280,next_day,capped,0.624,35755.11
V000719,virtual_card,280,next_day,capped,0.678,232907.14
V000720,virtual_card,150,same_day,none,0.497,71730.37
V000721,virtual_card,280,same_day,capped,0.84,3503381.25
V000722,virtual_card,280,next_day,capped,0.775,53989.72
V000723,virtual_card,280,same_day,none,0.749,394622.94
V000724,virtual_card,150,next_day,none,0.491,105074.27
V000725,virtual_card,280,next_day,capped,0.604,78006.2
V000726,ach_flat,0,next_day,n/a,0.97,6254.45
V000727,virtual_card,220,same_day,none,0.574,169117.47
V000728,virtual_card,280,next_day,none,0.471,84753.61
V000729,virtual_card,280,same_day,none,0.617,21321.52
V000730,virtual_card,280,same_day,none,0.686,1104563.0
V000731,ach_flat,0,next_day,n/a,0.97,70116.23
V000732,virtual_card,280,same_day,none,0.67,34692.62
V000733,virtual_card,280,next_day,none,0.454,55425.18
V000734,ach_flat,0,next_day,n/a,0.97,26677.78
V000735,ach_flat,0,next_day,n/a,0.97,32023.26
V000736,virtual_card,280,next_day,capped,0.597,856066.81
V000737,ach_flat,0,next_day,n/a,0.97,18231.05
V000738,virtual_card,280,next_day,none,0.488,128103.94
V000739,virtual_card,280,same_day,none,0.899,278955.94
V000740,virtual_card,80,next_day,none,0.476,8555.85
V000741,ach_flat,0,next_day,n/a,0.97,7869.51
V000742,ach_flat,0,next_day,n/a,0.97,61156.85
V000743,virtual_card,280,same_day,capped,0.746,36629.86
V000744,virtual_card,280,same_day,none,0.635,92475.87
V000745,ach_flat,0,next_day,n/a,0.97,5324.1
V000746,virtual_card,280,same_day,none,0.493,544534.06
V000747,virtual_card,280,same_day,none,0.525,13875.04
V000748,virtual_card,280,same_day,none,0.772,55165.53
V000749,virtual_card,280,next_day,none,0.431,26504.42
V000750,virtual_card,280,same_day,capped,0.742,292919.78
V000751,ach_flat,0,next_day,n/a,0.97,2577.17
V000752,virtual_card,150,next_day,none,0.424,51026.25
V000753,ach_flat,0,next_day,n/a,0.97,-30.67
V000754,virtual_card,280,same_day,capped,0.724,36354.16
V000755,virtual_card,220,next_day,capped,0.643,358598.78
V000756,virtual_card,220,next_day,capped,0.457,1695201.25
V000757,ach_flat,0,next_day,n/a,0.97,19449.7
V000758,virtual_card,280,next_day,capped,0.625,65757.7
V000759,virtual_card,280,same_day,capped,0.913,138209.14
V000760,virtual_card,280,same_day,none,0.678,8255.36
V000761,ach_flat,0,next_day,n/a,0.97,18725.95
V000762,virtual_card,280,next_day,none,0.661,252190.69
V000763,virtual_card,280,next_day,capped,0.827,38994.62
V000764,ach_flat,0,next_day,n/a,0.97,30525.44
V000765,virtual_card,220,next_day,capped,0.69,218655.56
V000766,virtual_card,280,same_day,capped,0.859,44761.0
V000767,virtual_card,280,next_day,capped,0.626,2003344.75
V000768,virtual_card,280,next_day,none,0.521,2185.46
V000769,virtual_card,220,same_day,capped,0.791,1653608.12
V000770,virtual_card,280,same_day,none,0.554,237611.81
V000771,ach_flat,0,next_day,n/a,0.97,19670.91
V000772,ach_flat,0,next_day,n/a,0.97,6815.26
V000773,ach_flat,0,next_day,n/a,0.97,113568.28
V000774,ach_flat,0,next_day,n/a,0.97,27119.6
V000775,ach_flat,0,next_day,n/a,0.97,61560.53
V000776,virtual_card,280,same_day,none,0.748,116665.28
V000777,virtual_card,280,next_day,none,0.494,45190.23
V000778,virtual_card,280,same_day,none,0.736,294035.59
V000779,virtual_card,150,next_day,capped,0.57,1347745.75
V000780,virtual_card,80,same_day,none,0.438,1565.83
V000781,virtual_card,280,same_day,capped,0.829,81991.91
V000782,virtual_card,280,next_day,none,0.679,385390.38
V000783,virtual_card,280,next_day,capped,0.606,25495.72
V000784,virtual_card,220,same_day,none,0.449,8442.35
V000785,virtual_card,280,next_day,none,0.506,50955.35
V000786,virtual_card,280,next_day,capped,0.523,21356.62
V000787,virtual_card,220,same_day,none,0.655,13275.41
V000788,virtual_card,280,same_day,none,0.634,31015.61
V000789,virtual_card,280,next_day,none,0.631,327166.66
V000790,virtual_card,280,next_day,capped,0.847,527847.25
V000791,virtual_card,280,next_day,none,0.404,24025.06
V000792,virtual_card,220,next_day,capped,0.599,168024.25
V000793,virtual_card,280,same_day,none,0.498,95661.05
V000794,virtual_card,150,same_day,none,0.455,83628.14
V000795,virtual_card,150,next_day,none,0.53,57268.33
V000796,virtual_card,280,same_day,none,0.6,339194.53
V000797,ach_flat,0,next_day,n/a,0.97,32282.74
V000798,virtual_card,280,next_day,capped,0.417,1136067.62
V000799,virtual_card,280,next_day,capped,0.48,19303.5
V000800,ach_flat,0,next_day,n/a,0.97,15274.34
V000801,virtual_card,220,same_day,none,0.457,121738.02
V000802,virtual_card,150,next_day,capped,0.613,658326.62
V000803,virtual_card,280,same_day,none,0.47,74363.85
V000804,virtual_card,80,same_day,none,0.43,54956.88
V000805,virtual_card,280,same_day,none,0.768,389004.94
V000806,virtual_card,280,same_day,none,0.858,76520.12
V000807,virtual_card,80,next_day,none,0.555,32253.45
V000808,virtual_card,280,next_day,none,0.586,236067.89
V000809,ach_flat,0,next_day,n/a,0.97,919.13
V000810,virtual_card,280,same_day,capped,0.62,625398.5
V000811,virtual_card,80,same_day,none,0.467,12671.07
V000812,virtual_card,80,next_day,none,0.447,19511.96
V000813,virtual_card,220,same_day,none,0.519,55249.8
V000814,virtual_card,280,next_day,capped,0.797,733850.38
V000815,virtual_card,280,same_day,none,0.483,8727.48
V000816,virtual_card,150,same_day,none,0.488,219743.31
V000817,ach_flat,0,next_day,n/a,0.97,9027.66
V000818,virtual_card,280,same_day,capped,0.795,48133.56
V000819,virtual_card,220,next_day,none,0.472,14099.1
V000820,virtual_card,280,next_day,none,0.592,7598.44
V000821,ach_flat,0,next_day,n/a,0.97,18591.94
V000822,virtual_card,280,next_day,capped,0.785,278514.06
V000823,virtual_card,80,next_day,capped,0.425,41405.93
V000824,virtual_card,280,same_day,none,0.677,3340782.75
V000825,virtual_card,220,next_day,capped,0.458,43616.31
V000826,virtual_card,280,same_day,none,0.443,17771.44
V000827,virtual_card,280,same_day,none,0.403,980106.31
V000828,virtual_card,280,next_day,capped,0.679,147274.89
V000829,virtual_card,280,next_day,none,0.452,90013.64
V000830,virtual_card,280,same_day,capped,0.828,268247.88
V000831,virtual_card,150,same_day,capped,0.494,89708.78
V000832,virtual_card,150,next_day,none,0.522,87054.72
V000833,virtual_card,80,next_day,none,0.429,15831.96
V000834,virtual_card,220,same_day,capped,0.412,16681.91
V000835,virtual_card,220,same_day,none,0.643,125386.25
V000836,virtual_card,280,next_day,none,0.417,99206.26
V000837,virtual_card,280,next_day,none,0.668,55718.57
V000838,virtual_card,280,next_day,none,0.621,181863.72
V000839,virtual_card,220,next_day,none,0.449,187669.44
V000840,virtual_card,280,same_day,none,0.769,407115.19
V000841,virtual_card,280,next_day,none,0.543,146700.56
V000842,virtual_card,280,next_day,none,0.696,335999.53
V000843,ach_flat,0,next_day,n/a,0.97,14893.97
V000844,virtual_card,280,same_day,none,0.507,8198.54
V000845,ach_flat,0,next_day,n/a,0.97,107398.35
V000846,virtual_card,280,same_day,none,0.458,66837.73
